projectname,classification,commenttext
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Does not need to be synchronised, as all access is from same thread"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume it is the URL
jruby-1.4.0,DESIGN,"// Let's only generate methods for those the user may actually  // intend to override.  That includes any defined in the current // class, and any ancestors that are also JavaProxyClasses (but none // from any other ancestor classes). Methods defined in mixins will // be considered intentionally overridden, except those from Kernel, // Java, and JavaProxyMethods, as well as Enumerable.  // TODO: may want to exclude other common mixins?"
sql12,WITHOUT_CLASSIFICATION,"// ""CREATE $unique$ $storageOption$ INDEX $indexName$ "" + // ""ON $tableName$ ( $columnName; separator=\"",\""$ )"";"
columba-1.4-src,WITHOUT_CLASSIFICATION,// disable time pickers
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// default: 16 //$NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,"/* Something like cvar_cbase() from eval.c, factored out for the benefit
     * of all the classvar-related node evaluations */"
argouml,DESIGN,"// TODO: Add an ""open most recent project"" command so that  // command state can be decoupled from user settings?"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"// frank: in case of exception // delete name and mv name+""#"" back to name if name+""#"" exists // this is the ""rollback"" to old file"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// number of milliseconds in a day
columba-1.4-src,WITHOUT_CLASSIFICATION,"// try again, but ignore charset specification in the html"
jruby-1.4.0,DESIGN,// ignore...bean doesn't get registered // TODO: Why does that bother me?
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// may be altered in validate
argouml,DESIGN,"/*
     * TODO: Is this required? Why would the fig already be dashed?
     * 
     * @see org.tigris.gef.presentation.FigEdge#setFig(
     *      org.tigris.gef.presentation.Fig)
     */"
columba-1.4-src,WITHOUT_CLASSIFICATION,"// remember request id for ""search in results"""
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// table.getTableHeader().setReorderingAllowed(false);
sql12,WITHOUT_CLASSIFICATION,// //////////////////////////////////////////////////////////////////
argouml,WITHOUT_CLASSIFICATION,"/* Switch the value back off, so that we will
                     * get notified again next time.
                     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 8 of value (byte) -19
argouml,WITHOUT_CLASSIFICATION,// The fix
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// RubyBigdecimal
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args"
sql12,WITHOUT_CLASSIFICATION,"// ""ALTER TABLE $tableName$ "" + // ""ADD CONSTRAINT $constraintName$ UNIQUE ($columnName; separator=\"",\""$)"";"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// finally handling for abnormal exit
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Flags
argouml,WITHOUT_CLASSIFICATION,/* Everything fine... */
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check dataset with two time periods
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ handleMessage() method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't need to do anything
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ openFile() method
columba-1.4-src,WITHOUT_CLASSIFICATION,// append
hibernate-distribution-3.3.2.GA,IMPLEMENTATION,// TODO : still need to make CollectionPersisters EntityMode-aware
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Sampler selection
argouml,WITHOUT_CLASSIFICATION,"/* {transient=false, volatile=false} */"
sql12,WITHOUT_CLASSIFICATION,// i18n[sqlval.disconnected=Disconnected from the SQL Validation web service]
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// MRI behavior: in finished mode, we work as pass-through"
columba-1.4-src,WITHOUT_CLASSIFICATION,// create stream from string
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.PathContainer#setPathVisible(boolean)
     */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// not saving DFS instance, as it will only be used once (at most) per call"
argouml,IMPLEMENTATION,// TODO: Do we need this? Is this the same as emptyFig.getHeight()?
jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
             * Recompute the tables based on the accumulated frequencies.
             */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// you can add a null list - it would have been better if this // required EMPTY_LIST
sql12,WITHOUT_CLASSIFICATION,// Do the conversion into the object in a safe manner
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Conversions for milli and nano seconds
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Increase precision - next iteration supplies n exact digits
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that super class fields are being looked at...
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// A 'next' is like a local return from the block, ending this call or yield."
columba-1.4-src,WITHOUT_CLASSIFICATION,// add message to folder
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,//i18n[SplashScreen.error.updatingprogressbar=Error occured updating progress bar]
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ isCellEditable() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Insert the workbench node
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- otherZipPostalCodeLabel ----
sql12,WITHOUT_CLASSIFICATION,"/*
     * (non-Javadoc)
     * 
     * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#getTitle()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,/* delete a backup created using above method */
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */"
hibernate-distribution-3.3.2.GA,IMPLEMENTATION,// todo : remove this once ComponentMetamodel is complete and merged
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Check it's a read-only map.
columba-1.4-src,WITHOUT_CLASSIFICATION,// execute filter
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//do nothing with the value? or go -v+stubVersion??
jEdit-4.2,WITHOUT_CLASSIFICATION,// set proxy port
jEdit-4.2,WITHOUT_CLASSIFICATION,// // Buffers for decoded but unparsed character input. //
sql12,WITHOUT_CLASSIFICATION,"// handle null, which is shown as the special string ""<null>"""
argouml,WITHOUT_CLASSIFICATION,// Don't test changed element if it was deleted
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
argouml,IMPLEMENTATION,// TODO: handle parse error
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
hibernate-distribution-3.3.2.GA,DESIGN,"//TODO: if object was an uninitialized proxy, this is inefficient, //      resulting in two SQL selects"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
columba-1.4-src,WITHOUT_CLASSIFICATION,// also register interest in tree seleciton events // for updating the title
sql12,WITHOUT_CLASSIFICATION,"// i18n[SchemaPropertiesPanel.loadAllAndCacheNone=Load all Schemas, cache none]"
sql12,WITHOUT_CLASSIFICATION,//i18n[MessagePanel.clearLabel=Clear]
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// build the command line from what we got the format is // ss Get VSS items [-G] [-H] [-I-] [-N] [-O] [-R] [-V] [-W] [-Y] [-?] // as specified in the SS.EXE help
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// if a label has been supplied, use it to configure the view // otherwise use current view"
sql12,WITHOUT_CLASSIFICATION,// break;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// apply dash style if any
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelEventPump#addClassModelEventListener(
     * 		java.beans.PropertyChangeListener, java.lang.Object,
     * 		java.lang.String)
     */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// create static init, for a monitor object"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// create a new Vector to avoid ConcurrentModificationExc when // the listeners get added/removed while we are in fire
argouml,WITHOUT_CLASSIFICATION,// Critics Table
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 851
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// ignore
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// No includes supplied, so set it to 'matches all'"
hibernate-distribution-3.3.2.GA,DEFECT,// todo : this call will not work for anything other than pojos!
jEdit-4.2,WITHOUT_CLASSIFICATION,/*shouldn't happen*/
argouml,WITHOUT_CLASSIFICATION,// If the array hasn't been flagged to indicate otherwise // swap elements the elemnts and add again.
columba-1.4-src,WITHOUT_CLASSIFICATION,// which parents are possible ?
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"// if the database is not started, don't do it"
sql12,WITHOUT_CLASSIFICATION,"//IProcedureInfo[] procs = metaData.getProcedures(catalog,null,null);"
columba-1.4-src,DESIGN,// hack to support dockable view title update // TODO replace with listener pattern
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */"
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
	 * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#getTitle()
	 */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// write doctype
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// the path expression ends at the ]
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// Look for slash, starting from 'start' position, until 'end'."
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// index of left-most brace // index of right-most brace
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Add base set of permissions
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Static part
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue and try to close.
jruby-1.4.0,DESIGN,// SSS FIXME: These should get normally compiled or initialized some other way ...  // SSS FIXME: Parent/super-type info is incorrect! // These are just placeholders for now .. this needs to be updated with *real* class objects later!
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create the dataset...
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#calcBounds()
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//// DRAWING //////////////////////////////////////////////////////////////
sql12,WITHOUT_CLASSIFICATION,"// ""ALTER TABLE $oldObjectName$ RENAME TO $newObjectName$"";"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// inline script
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// regular number axis
emf-2.4.1,WITHOUT_CLASSIFICATION,"// 6e - remove all ""<segment>/../"" where ""<segment>"" is a complete // path segment not equal to "".."""
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there are values to remove, append a command for them. //"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ 4. Check whether it is in <java.home>/lib:
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#getIndexOfChild(
     * java.lang.Object, java.lang.Object)
     */"
argouml,WITHOUT_CLASSIFICATION,"// class preloading, so packages are there..."
sql12,WITHOUT_CLASSIFICATION,/* add users to the role. */
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// hasn't implemented RangeInfo, so we'll have to iterate..."
argouml,WITHOUT_CLASSIFICATION,// Eliminates right mouse clicks as valid actions
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// file comment
emf-2.4.1,WITHOUT_CLASSIFICATION,// Use up the command. // Note that notification will cause a new command to be created. //
sql12,WITHOUT_CLASSIFICATION,// String msg = sqlca.getMessage();
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Only add the hook once
jruby-1.4.0,IMPLEMENTATION,// TODO: other reserved names?
sql12,WITHOUT_CLASSIFICATION,// i18n[dataSetViewereditableTablePanel.error2=Error]
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// create the certificate //rem ku:c=dig,keyE means KeyUsage:criticial=digitalSignature,keyEncipherment"
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// check the condition
columba-1.4-src,WITHOUT_CLASSIFICATION,// special handling for dates
jruby-1.4.0,WITHOUT_CLASSIFICATION,// More constants needed by specs
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the list viewer //
apache-ant-1.7.0,DESIGN,"/** XXX I really don't like this - the XML processor is still
             * too 'involved' in the processing. A better solution (IMO)
             * would be to create UE for Project and Target too, and
             * then process the tree and have Project/Target deal with
             * its attributes ( similar with Description ).
             *
             * If we eventually switch to ( or add support for ) DOM,
             * things will work smoothly - UE can be avoided almost completely
             * ( it could still be created on demand, for backward compatibility )
             */"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.UMLDiagram#getLabelName()
     */"
sql12,WITHOUT_CLASSIFICATION,"// Process the listeners last to first, notifying // those that are interested in this event."
jEdit-4.2,WITHOUT_CLASSIFICATION,"// UCS-2 with a byte-order marker. // 0xfe 0xff: UCS-2, big-endian (12)"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getColumnCount() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$
sql12,WITHOUT_CLASSIFICATION,"//The name of the calling client program. //This is optional. If you don't want to give out this info, please enter ""N/A"""
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"/* testmc should now have an ItemUID so we should be able to
         * create without adding a new ItemUID */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// with block pass
argouml,IMPLEMENTATION,"/**
 * A window that shows the progress bar and a cancel button. As a convenience to
 * callers which may be executing on a thread other than the Swing event thread,
 * all methods use SwingUtilities.invokeLater() or
 * SwingUtilities.invokeAndWait() to make sure that Swing calls happen on the
 * appropriate thread.
 *<p>
 * TODO: React on the close button as if the Cancel button was pressed.
 */"
columba-1.4-src,DESIGN,// TODO (@author fdietz): Add more special entities - e.g. accenture chars such as ?
sql12,WITHOUT_CLASSIFICATION,// i18n[PreLaunchHelperImpl.backupFailedMessage=Backup of existing files failed. Installation cannot // proceed]
emf-2.4.1,WITHOUT_CLASSIFICATION,//GenTypeParameterImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
	 * (non-Javadoc)
	 *
	 * @see org.columba.mail.folder.FolderTreeNode#addSubfolder(org.columba.mail.folder.FolderTreeNode)
	 */"
jEdit-4.2,WITHOUT_CLASSIFICATION,/*arbitrary flag*/
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Get appropriate sender class governed by the behaviour set in the JMeter property
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// default to element set if no elements() specified
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// fillPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check a series with no items
argouml,WITHOUT_CLASSIFICATION,"// nothing we can do about veto, so just ignore it"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//add the timestamp
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 10100 - top and left only
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getProperty() method
jruby-1.4.0,WITHOUT_CLASSIFICATION,// // COMMON VARIABLE METHODS //
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- emailTextField4 ----
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialY()
     */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Single node in list
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the editor's selection based on the current viewer's selection. //
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do nothing
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Without a flush Ant will miss some of our output
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// Singleton
sql12,WITHOUT_CLASSIFICATION,// Catalog
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// make sure there are no issues concerning line separator interpretation // a line separator for regex (perl) is always a unix line (ie \n)
columba-1.4-src,DESIGN,// @TODO dont use deprecated method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getMarkPosition() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// If there are no collection fetches, then no further checks are needed"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// FIXME: add setBaseShape(Shape, boolean) ?"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// fetch the value...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test sending data as ISO-8859-1
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getTwoStageSaveName() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ setShowHiddenFiles() method
sql12,WITHOUT_CLASSIFICATION,// i18n[popupEditableIoPanel.wrapWord=Wrap on Word on/off]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ createMacrosMenu() method
sql12,WITHOUT_CLASSIFICATION,// i18n[mssql.allSps=All stored procedures]
argouml,DESIGN,// TODO: This is ambiguous as to whether it should be adding a container // or resident.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ message() method
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see tudresden.ocl.check.types.Type#navigateQualified(
     *         java.lang.String, tudresden.ocl.check.types.Type[])
     */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"/*  ================
     *  Module Methods
     *  ================ 
     */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,// The purpose of this method is not explained and it give give // NPE depending on z order of figs as they are read. For now // ignore if null but for future lets delete this.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getDockableWindowManager() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// no need to specify the port if it is the default
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getValueAt() method
argouml,DESIGN,"// this is wrongly called with a null handle, // as a workaround we return an empty collection"
sql12,WITHOUT_CLASSIFICATION,// check that the text is a valid representation
jruby-1.4.0,WITHOUT_CLASSIFICATION,//e.printStackTrace();
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- emailTextField3 ----
columba-1.4-src,WITHOUT_CLASSIFICATION,// compose text part
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
	 * @see com.mockobjects.sql.MockDatabaseMetaData#supportsSubqueriesInExists()
	 */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// HELLA IMPORTANT OPTIMIZATION!!!
sql12,WITHOUT_CLASSIFICATION,"// i18n[MemoryPanel.sessionInfo.toString2=Session: ID={0}, Alias={1}: created at {2}]"
sql12,WITHOUT_CLASSIFICATION,// i18n[sqlbookmark.enterDescription=Please enter a bookmark description]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ remove() method
emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElement
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ addKeyword() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ goToBuffer() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////// // New methods from CombinationDataset ///////////////////////////////////////////////////////////////////////////
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//remove the initial separator; the root has it.
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// we have a file. create a stream for it
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// try to get it from the project or keys // Backward compatibility
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,// Target might not have been initialised yet.
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLCheckBox2#buildModel()
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// only add an exception if it is currently an included segment
jEdit-4.2,WITHOUT_CLASSIFICATION,// for inner classes
argouml,WITHOUT_CLASSIFICATION,//_x = x; _y = y; _w = w; _h = h;
jruby-1.4.0,DEFECT,// TODO: don't require pop
emf-2.4.1,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment
sql12,WITHOUT_CLASSIFICATION,// i18n[ResultTab.cannotedit=This SQL can not be edited.]
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// initializes extra data to an empty byte array
argouml,WITHOUT_CLASSIFICATION,// || ns instanceof UseCase // see comment below
argouml,WITHOUT_CLASSIFICATION,// ----- setup similar to the super() implementation -----
jEdit-4.2,WITHOUT_CLASSIFICATION,// Check for entity recursion.
columba-1.4-src,WITHOUT_CLASSIFICATION,"// if Reply-To headerfield isn't specified, try to use from"
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // constructors
jruby-1.4.0,WITHOUT_CLASSIFICATION,// sic
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ignored
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// we can go straight to the first required row
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If there are any arguments and they are not unbounded wildcards, casts can't be checked. //"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// not reached
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ initPLAF() method
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetChanged()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getLayoutAlignmentY() method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// make sure that we have a target to execute
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// plot the data (unless the dataset is null)...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// MapNames are Strings
jEdit-4.2,WITHOUT_CLASSIFICATION,// For evaluation
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Join the two multiparts
sql12,WITHOUT_CLASSIFICATION,// for convenience cast the object to ClobDescriptor
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// parent plot...
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,// Simulates UML2 getting the aggregation from the opposite end
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// scan source directories and dest directory to build up both copy // lists and compile lists
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check that the request and response matches
sql12,WITHOUT_CLASSIFICATION,//To change body of implemented methods use File | Settings | File Templates.
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 883
columba-1.4-src,WITHOUT_CLASSIFICATION,"// Set text, possibly with a mnemonic if defined using &"
columba-1.4-src,WITHOUT_CLASSIFICATION,// create mandatory IMAP Inbox folder
argouml,DESIGN,// TODO: This shouldn't know about the specific type of Fig that // is being displayed.  That couples it too strongly to things it // shouldn't need to know about - tfm - 20070924
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ savePerspective() method
jEdit-4.2,WITHOUT_CLASSIFICATION,// send some EditBus messages
columba-1.4-src,WITHOUT_CLASSIFICATION,// create remainder
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Remove trailing splitter
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// String sampleLog = ""C:/eclipse3/workspace/jmeter-21/bin/testfiles/sample_log1.jtl"";"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1800
argouml,IMPLEMENTATION,// not needed
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// two not existing files are equal
sql12,WITHOUT_CLASSIFICATION,// trim the table name in case of HADB
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// -nwarn
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ layoutContainer() method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// END: check d0
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ HelpNode class
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ keyTyped() method
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// nothing to do
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// ignore
columba-1.4-src,WITHOUT_CLASSIFICATION,// add stream to folder
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
emf-2.4.1,WITHOUT_CLASSIFICATION,// do not add a new line if there is one
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// so we ""clock over"" on the first invocation"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that minItem limit is observed
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// wrap up any new collections directly referenced by the object // or its components
columba-1.4-src,WITHOUT_CLASSIFICATION,// show dialog
jEdit-4.2,WITHOUT_CLASSIFICATION,"// \d,\D,\w,\W,\s,\S"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// no-op
sql12,WITHOUT_CLASSIFICATION,//i18n[explainplanexecuter.options=Options]
